x,y,dy/dx,state
1331,1331,1,"None"
1332,1332,1,"None"
1333,1333,1,"None"
1334,1334,1,"None"
1335,1335,1,"None"
1336,1336,1,"None"
1337,1337,1,"None"
1338,1338,1,"None"
1339,1339,1,"None"
1340,1340,1,"None"
1341,1341,1,"None"
1342,1342,1,"None"
1343,1343,1,"None"
1344,1344,1,"None"
1345,1345,1,"None"
1346,1346,1,"None"
1347,1347,1,"None"
1348,1348,1,"None"
1349,1349,1,"None"
1350,1350,1,"None"
1351,1351,1,"None"
1352,1352,1,"None"
1353,1353,1,"None"
1354,1354,1,"None"
1355,1355,1,"None"
1356,1356,1,"None"
1357,1357,1,"None"
1358,1358,1,"None"
1359,1359,1,"None"
1360,1360,1,"None"
1361,1361,1,"None"
1362,1362,1,"None"
1363,1363,1,"None"
1364,1364,1,"None"
1365,1365,1,"None"
1366,1366,1,"None"
1367,1367,1,"None"
1368,1368,1,"None"
1369,1369,1,"None"
1370,1370,1,"None"
1371,1371,1,"None"
1372,1372,1,"None"
1373,1373,1,"None"
1374,1374,1,"None"
1375,1375,1,"None"
1376,1376,1,"None"
1377,1377,1,"None"
1378,1378,1,"None"
1379,1379,1,"None"
1380,1380,1,"None"
1381,1381,1,"None"
1382,1382,1,"None"
1383,1383,1,"None"
1384,1384,1,"None"
1385,1385,1,"None"
1386,1386,1,"None"
1387,1387,1,"None"
1388,1388,1,"None"
1389,1389,1,"None"
1390,1390,1,"None"
1391,1391,1,"None"
1392,1392,1,"None"
1393,1393,1,"None"
1394,1394,1,"None"
1395,1395,1,"None"
1396,1396,1,"None"
1397,1397,1,"None"
1398,1398,1,"None"
1399,1399,1,"None"
1400,1400,1,"None"
1401,1401,1,"None"
1402,1402,1,"None"
1403,1403,1,"None"
1404,1404,1,"None"
1405,1405,1,"None"
1406,1406,1,"None"
1407,1407,1,"None"
1408,1408,1,"None"
1409,1409,1,"None"
1410,1410,1,"None"
1411,1411,1,"None"
1412,1412,1,"None"
1413,1413,1,"None"
1414,1414,1,"None"
1415,1415,1,"None"
1416,1416,1,"None"
1417,1417,1,"None"
1418,1418,1,"None"
1419,1419,1,"None"
1420,1420,1,"None"
1421,1421,1,"None"
1422,1422,1,"None"
1423,1423,1,"None"
1424,1424,1,"None"
1425,1425,1,"None"
1426,1426,1,"None"
1427,1427,1,"None"
1428,1428,1,"None"
1429,1429,1,"None"
1430,1430,1,"None"
1431,1431,1,"None"
1432,1432,1,"None"
1433,1433,1,"None"
1434,1434,1,"None"
1435,1435,1,"None"
1436,1436,1,"None"
1437,1437,1,"None"
1438,1438,1,"None"
1439,1439,1,"None"
1440,1440,1,"None"
1441,1441,1,"None"
1442,1442,1,"None"
1443,1443,1,"None"
1444,1444,1,"None"
1445,1445,1,"None"
1446,1446,1,"None"
1447,1447,1,"None"
1448,1448,1,"None"
1449,1449,1,"None"
1450,1450,1,"None"
1451,1451,1,"None"
1452,1452,1,"None"
1453,1453,1,"None"
1454,1454,1,"None"
1455,1455,1,"None"
1456,1456,1,"None"
1457,1457,1,"None"
1458,1458,1,"None"
1459,1459,1,"None"
1460,1460,1,"None"
1461,1461,1,"None"
1462,1462,1,"None"
1463,1463,1,"None"
1464,1464,1,"None"
1465,1465,1,"None"
1466,1466,1,"None"
1467,1467,1,"None"
1468,1468,1,"None"
1469,1469,1,"None"
1470,1470,1,"None"
1471,1471,1,"None"
1472,1472,1,"None"
1473,1473,1,"None"
1474,1474,1,"None"
1475,1475,1,"None"
1476,1476,1,"None"
1477,1477,1,"None"
1478,1478,1,"None"
1479,1479,1,"None"
1480,1480,1,"None"
1481,1481,1,"None"
1482,1482,1,"None"
1483,1483,1,"None"
1484,1484,1,"None"
1485,1485,1,"None"
1486,1486,1,"None"
1487,1487,1,"None"
1488,1488,1,"None"
1489,1489,1,"None"
1490,1490,1,"None"
1491,1491,1,"None"
1492,1492,1,"None"
1493,1493,1,"None"
1494,1494,1,"None"
1495,1495,1,"None"
1496,1496,1,"None"
1497,1497,1,"None"
1498,1498,1,"None"
1499,1499,1,"None"
1500,1500,1,"None"
1501,1501,1,"None"
1502,1502,1,"None"
1503,1503,1,"None"
1504,1504,1,"None"
1505,1505,1,"None"
1506,1506,1,"None"
1507,1507,1,"None"
1508,1508,1,"None"
1509,1509,1,"None"
1510,1510,1,"None"
1511,1511,1,"None"
1512,1512,1,"None"
1513,1513,1,"None"
1514,1514,1,"None"
1515,1515,1,"None"
1516,1516,1,"None"
1517,1517,1,"None"
1518,1518,1,"None"
1519,1519,1,"None"
1520,1520,1,"None"
1521,1521,1,"None"
1522,1522,1,"None"
1523,1523,1,"None"
1524,1524,1,"None"
1525,1525,1,"None"
1526,1526,1,"None"
1527,1527,1,"None"
1528,1528,1,"None"
1529,1529,1,"None"
1530,1530,1,"None"
1531,1531,1,"None"
1532,1532,1,"None"
1533,1533,1,"None"
1534,1534,1,"None"
1535,1535,1,"None"
1536,1536,1,"None"
1537,1537,1,"None"
1538,1538,1,"None"
1539,1539,1,"None"
1540,1540,1,"None"
1541,1541,1,"None"
1542,1542,1,"None"
1543,1543,1,"None"
1544,1544,1,"None"
1545,1545,1,"None"
1546,1546,1,"None"
1547,1547,1,"None"
1548,1548,1,"None"
1549,1549,1,"None"
1550,1550,1,"None"
1551,1551,1,"None"
1552,1552,1,"None"
1553,1553,1,"None"
1554,1554,1,"None"
1555,1555,1,"None"
1556,1556,1,"None"
1557,1557,1,"None"
1558,1558,1,"None"
1559,1559,1,"None"
1560,1560,1,"None"
1561,1561,1,"None"
1562,1562,1,"None"
1563,1563,1,"None"
1564,1564,1,"None"
1565,1565,1,"None"
1566,1566,1,"None"
1567,1567,1,"None"
1568,1568,1,"None"
1569,1569,1,"None"
1570,1570,1,"None"
1571,1571,1,"None"
1572,1572,1,"None"
1573,1573,1,"None"
1574,1574,1,"None"
1575,1575,1,"None"
1576,1576,1,"None"
1577,1577,1,"None"
1578,1578,1,"None"
1579,1579,1,"None"
1580,1580,1,"None"
1581,1581,1,"None"
1582,1582,1,"None"
1583,1583,1,"None"
1584,1584,1,"None"
1585,1585,1,"None"
1586,1586,1,"None"
1587,1587,1,"None"
1588,1588,1,"None"
1589,1589,1,"None"
1590,1590,1,"None"
1591,1591,1,"None"
1592,1592,1,"None"
1593,1593,1,"None"
1594,1594,1,"None"
1595,1595,1,"None"
1596,1596,1,"None"
1597,1597,1,"None"
1598,1598,1,"None"
1599,1599,1,"None"
1600,1600,1,"None"
1601,1601,1,"None"
1602,1602,1,"None"
1603,1603,1,"None"
1604,1604,1,"None"
1605,1605,1,"None"
1606,1606,1,"None"
1607,1607,1,"None"
1608,1608,1,"None"
1609,1609,1,"None"
1610,1610,1,"None"
1611,1611,1,"None"
1612,1612,1,"None"
1613,1613,1,"None"
1614,1614,1,"None"
1615,1615,1,"None"
1616,1616,1,"None"
1617,1617,1,"None"
1618,1618,1,"None"
1619,1619,1,"None"
1620,1620,1,"None"
1621,1621,1,"None"
1622,1622,1,"None"
1623,1623,1,"None"
1624,1624,1,"None"
1625,1625,1,"None"
1626,1626,1,"None"
1627,1627,1,"None"
1628,1628,1,"None"
1629,1629,1,"None"
1630,1630,1,"None"
1631,1631,1,"None"
1632,1632,1,"None"
1633,1633,1,"None"
1634,1634,1,"None"
1635,1635,1,"None"
1636,1636,1,"None"
1637,1637,1,"None"
1638,1638,1,"None"
1639,1639,1,"None"
1640,1640,1,"None"
1641,1641,1,"None"
1642,1642,1,"None"
1643,1643,1,"None"
1644,1644,1,"None"
1645,1645,1,"None"
1646,1646,1,"None"
1647,1647,1,"None"
1648,1648,1,"None"
1649,1649,1,"None"
1650,1650,1,"None"
1651,1651,1,"None"
1652,1652,1,"None"
1653,1653,1,"None"
1654,1654,1,"None"
1655,1655,1,"None"
1656,1656,1,"None"
1657,1657,1,"None"
1658,1658,1,"None"
1659,1659,1,"None"
1660,1660,1,"None"
1661,1661,1,"None"
1662,1662,1,"None"
1663,1663,1,"None"
1664,1664,1,"None"
1665,1665,1,"None"
1666,1666,1,"None"
1667,1667,1,"None"
1668,1668,1,"None"
1669,1669,1,"None"
1670,1670,1,"None"
1671,1671,1,"None"
1672,1672,1,"None"
1673,1673,1,"None"
1674,1674,1,"None"
1675,1675,1,"None"
1676,1676,1,"None"
1677,1677,1,"None"
1678,1678,1,"None"
1679,1679,1,"None"
1680,1680,1,"None"
1681,1681,1,"None"
1682,1682,1,"None"
1683,1683,1,"None"
1684,1684,1,"None"
1685,1685,1,"None"
1686,1686,1,"None"
1687,1687,1,"None"
1688,1688,1,"None"
1689,1689,1,"None"
1690,1690,1,"None"
1691,1691,1,"None"
1692,1692,1,"None"
1693,1693,1,"None"
1694,1694,1,"None"
1695,1695,1,"None"
1696,1696,1,"None"
1697,1697,1,"None"
1698,1698,1,"None"
1699,1699,1,"None"
1700,1700,1,"None"
1701,1701,1,"None"
1702,1702,1,"None"
1703,1703,1,"None"
1704,1704,1,"None"
1705,1705,1,"None"
1706,1706,1,"None"
1707,1707,1,"None"
1708,1708,1,"None"
1709,1709,1,"None"
1710,1710,1,"None"
1711,1711,1,"None"
1712,1712,1,"None"
1713,1713,1,"None"
1714,1714,1,"None"
1715,1715,1,"None"
1716,1716,1,"None"
1717,1717,1,"None"
1718,1718,1,"None"
1719,1719,1,"None"
1720,1720,1,"None"
1721,1721,1,"None"
1722,1722,1,"None"
1723,1723,1,"None"
1724,1724,1,"None"
1725,1725,1,"None"
1726,1726,1,"None"
1727,1727,1,"None"
1728,1728,1,"None"
1729,1729,1,"None"
1730,1730,1,"None"
1731,1731,1,"None"
1732,1732,1,"None"
1733,1733,1,"None"
1734,1734,1,"None"
1735,1735,1,"None"
1736,1736,1,"None"
1737,1737,1,"None"
1738,1738,1,"None"
1739,1739,1,"None"
1740,1740,1,"None"
1741,1741,1,"None"
1742,1742,1,"None"
1743,1743,1,"None"
1744,1744,1,"None"
1745,1745,1,"None"
1746,1746,1,"None"
1747,1747,1,"None"
1748,1748,1,"None"
1749,1749,1,"None"
1750,1750,1,"None"
1751,1751,1,"None"
1752,1752,1,"None"
1753,1753,1,"None"
1754,1754,1,"None"
1755,1755,1,"None"
1756,1756,1,"None"
1757,1757,1,"None"
1758,1758,1,"None"
1759,1759,1,"None"
1760,1760,1,"None"
1761,1761,1,"None"
1762,1762,1,"None"
1763,1763,1,"None"
1764,1764,1,"None"
1765,1765,1,"None"
1766,1766,1,"None"
1767,1767,1,"None"
1768,1768,1,"None"
1769,1769,1,"None"
1770,1770,1,"None"
1771,1771,1,"None"
1772,1772,1,"None"
1773,1773,1,"None"
1774,1774,1,"None"
1775,1775,1,"None"
1776,1776,1,"None"
1777,1777,1,"None"
1778,1778,1,"None"
1779,1779,1,"None"
1780,1780,1,"None"
1781,1781,1,"None"
1782,1782,1,"None"
1783,1783,1,"None"
1784,1784,1,"None"
1785,1785,1,"None"
1786,1786,1,"None"
1787,1787,1,"None"
1788,1788,1,"None"
1789,1789,1,"None"
1790,1790,1,"None"
1791,1791,1,"None"
1792,1792,1,"None"
1793,1793,1,"None"
1794,1794,1,"None"
1795,1795,1,"None"
1796,1796,1,"None"
1797,1797,1,"None"
1798,1798,1,"None"
1799,1799,1,"None"
1800,1800,1,"None"
1801,1801,1,"None"
1802,1802,1,"None"
1803,1803,1,"None"
1804,1804,1,"None"
1805,1805,1,"None"
1806,1806,1,"None"
1807,1807,1,"None"
1808,1808,1,"None"
1809,1809,1,"None"
1810,1810,1,"None"
1811,1811,1,"None"
1812,1812,1,"None"
1813,1813,1,"None"
1814,1814,1,"None"
1815,1815,1,"None"
1816,1816,1,"None"
1817,1817,1,"None"
1818,1818,1,"None"
1819,1819,1,"None"
1820,1820,1,"None"
1821,1821,1,"None"
1822,1822,1,"None"
1823,1823,1,"None"
1824,1824,1,"None"
1825,1825,1,"None"
1826,1826,1,"None"
1827,1827,1,"None"
1828,1828,1,"None"
1829,1829,1,"None"
1830,1830,1,"None"
1831,1831,1,"None"
1832,1832,1,"None"
1833,1833,1,"None"
1834,1834,1,"None"
1835,1835,1,"None"
1836,1836,1,"None"
1837,1837,1,"None"
1838,1838,1,"None"
1839,1839,1,"None"
1840,1840,1,"None"
1841,1841,1,"None"
1842,1842,1,"None"
1843,1843,1,"None"
1844,1844,1,"None"
1845,1845,1,"None"
1846,1846,1,"None"
1847,1847,1,"None"
1848,1848,1,"None"
1849,1849,1,"None"
1850,1850,1,"None"
1851,1851,1,"None"
1852,1852,1,"None"
1853,1853,1,"None"
1854,1854,1,"None"
1855,1855,1,"None"
1856,1856,1,"None"
1857,1857,1,"None"
1858,1858,1,"None"
1859,1859,1,"None"
1860,1860,1,"None"
1861,1861,1,"None"
1862,1862,1,"None"
1863,1863,1,"None"
1864,1864,1,"None"
1865,1865,1,"None"
1866,1866,1,"None"
1867,1867,1,"None"
1868,1868,1,"None"
1869,1869,1,"None"
1870,1870,1,"None"
1871,1871,1,"None"
1872,1872,1,"None"
1873,1873,1,"None"
1874,1874,1,"None"
1875,1875,1,"None"
1876,1876,1,"None"
1877,1877,1,"None"
1878,1878,1,"None"
1879,1879,1,"None"
1880,1880,1,"None"
1881,1881,1,"None"
1882,1882,1,"None"
1883,1883,1,"None"
1884,1884,1,"None"
1885,1885,1,"None"
1886,1886,1,"None"
1887,1887,1,"None"
1888,1888,1,"None"
1889,1889,1,"None"
1890,1890,1,"None"
1891,1891,1,"None"
1892,1892,1,"None"
1893,1893,1,"None"
1894,1894,1,"None"
1895,1895,1,"None"
1896,1896,1,"None"
1897,1897,1,"None"
1898,1898,1,"None"
1899,1899,1,"None"
1900,1900,1,"None"
1901,1901,1,"None"
1902,1902,1,"None"
1903,1903,1,"None"
1904,1904,1,"None"
1905,1905,1,"None"
1906,1906,1,"None"
1907,1907,1,"None"
1908,1908,1,"None"
1909,1909,1,"None"
1910,1910,1,"None"
1911,1911,1,"None"
1912,1912,1,"None"
1913,1913,1,"None"
1914,1914,1,"None"
1915,1915,1,"None"
1916,1916,1,"None"
1917,1917,1,"None"
1918,1918,1,"None"
1919,1919,1,"None"
1920,1920,1,"None"
1921,1921,1,"None"
1922,1922,1,"None"
1923,1923,1,"None"
1924,1924,1,"None"
1925,1925,1,"None"
1926,1926,1,"None"
1927,1927,1,"None"
1928,1928,1,"None"
1929,1929,1,"None"
1930,1930,1,"None"
1931,1931,1,"None"
1932,1932,1,"None"
1933,1933,1,"None"
1934,1934,1,"None"
1935,1935,1,"None"
1936,1936,1,"None"
1937,1937,1,"None"
1938,1938,1,"None"
1939,1939,1,"None"
1940,1940,1,"None"
1941,1941,1,"None"
1942,1942,1,"None"
1943,1943,1,"None"
1944,1944,1,"None"
1945,1945,1,"None"
1946,1946,1,"None"
1947,1947,1,"None"
1948,1948,1,"None"
1949,1949,1,"None"
1950,1950,1,"None"
1951,1951,1,"None"
1952,1952,1,"None"
1953,1953,1,"None"
1954,1954,1,"None"
1955,1955,1,"None"
1956,1956,1,"None"
1957,1957,1,"None"
1958,1958,1,"None"
1959,1959,1,"None"
1960,1960,1,"None"
1961,1961,1,"None"
1962,1962,1,"None"
1963,1963,1,"None"
1964,1964,1,"None"
1965,1965,1,"None"
1966,1966,1,"None"
1967,1967,1,"None"
1968,1968,1,"None"
1969,1969,1,"None"
1970,1970,1,"None"
1971,1971,1,"None"
1972,1972,1,"None"
1973,1973,1,"None"
1974,1974,1,"None"
1975,1975,1,"None"
1976,1976,1,"None"
1977,1977,1,"None"
1978,1978,1,"None"
1979,1979,1,"None"
1980,1980,1,"None"
1981,1981,1,"None"
1982,1982,1,"None"
1983,1983,1,"None"
1984,1984,1,"None"
1985,1985,1,"None"
1986,1986,1,"None"
1987,1987,1,"None"
1988,1988,1,"None"
1989,1989,1,"None"
1990,1990,1,"None"
1991,1991,1,"None"
1992,1992,1,"None"
1993,1993,1,"None"
1994,1994,1,"None"
1995,1995,1,"None"
1996,1996,1,"None"
1997,1997,1,"None"
1998,1998,1,"None"
1999,1999,1,"None"
